"facility_type","facility_type_description","subtype","subtype_description","permit_number","premise_name","premise_address","premise_city","premise_state","premise_zip","EHS","opening_date"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","87544","GREAT AMERICAN COOKIE","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2011-01-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","87706","SPINELLI'S","4005 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2011-02-18 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","87900","DOWN THE STRETCH CAFE @ MASONIC HOME","3503 MOYERS CIR","MASONIC HOME","KY","40041","AREA1","2011-03-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","88068","NAM NAM CAFE","318 WALLACE AVE","LOUISVILLE","KY","40207","AREA1","2011-04-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","88164","DRAKE'S","3939 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2011-04-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","88168","COALS ARTISAN PIZZA","3724 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2011-04-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","88214","AUNTIE ANNE'S","5000 SHELBYVILLE RD STE 1680","LOUISVILLE","KY","40207","AREA1","2011-04-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","88591","WESTPORT PLACE","4247 WESTPORT RD","LOUISVILLE","KY","40207","AREA1","2011-06-16 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","88822","HOLY TRINITY CONCESSIONS","423 CHERRYWOOD RD","LOUISVILLE","KY","40207","AREA1","2011-06-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","89090","SPROUTLINGS PEDIATRIC DAYCARE","3701 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2011-08-09 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","89175","OUR LADY OF LOURDES CONCESSIONS","510 BRECKENRIDGE LN","LOUISVILLE","KY","40207","AREA1","2011-09-06 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","89379","TRADER JOE'S","4600 SHELBYVILLE RD STE 111","LOUISVILLE","KY","40207","AREA1","2011-10-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","89497","COMFY COW","2221 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2011-10-21 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","89593","SILVER DOLLAR","1761 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2011-11-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","89768","PRIMO OILS AND VINEGARS","3628 BROWNSBORO RD STE 102","LOUISVILLE","KY","40207","AREA1","2012-01-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","89873","HILLTOP TAVERN","1800 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2012-03-01 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","89932","BRUEGGERS BAKERY CAFE","119 BRECKENRIDGE LN","LOUISVILLE","KY","40207","AREA1","2012-03-09 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","90183","PENZEYS SPICES","4600 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2012-04-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","91000","ST. MATTHEWS CHILD DEVELOPMENT CTR","229 BRECKENRIDGE LN","LOUISVILLE","KY","40207","AREA1","2012-06-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","91664","TIN ROOF","3921 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2012-10-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","91739","CASPIAN GRILL PERSIAN BISTRO","2716 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2012-09-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","91803","CAFE AROMA","2020 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2012-10-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","91804","SCARLET HOPE","2305 SYCAMORE AVE","LOUISVILLE","KY","40206","AREA1","2012-10-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","91913","JULEPS AT MIRALEA","320 JOE CONWAY CIR","MASONIC HOME","KY","40041","AREA1","2012-10-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","92126","HEINE BROTHERS COFFEE","4305 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2013-01-10 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","92372","SUPER USA","3320 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2013-03-07 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","92451","DOLLAR TREE","4121 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2013-03-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","93031","CINEMARK","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2013-06-11 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","93247","SUPER USA #101","2912 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2013-06-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","93708","ACTIVE IMAGINATIONS CDC","4210 S CHURCH WAY","LOUISVILLE","KY","40207","AREA1","2013-08-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","93896","MOMMA'S MUSTARD, PICKLES, & BBQ","102 BAUER AVE","LOUISVILLE","KY","40207","AREA1","2013-08-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","94490","JET'S PIZZA","101 S HUBBARDS LN","LOUISVILLE","KY","40207","AREA1","2013-12-18 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","94796","WHITE CASTLE #43","4020 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2014-02-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","94902","PENN STATION","4600 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2014-03-18 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","95429","BLAZE PIZZA","4600 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2014-05-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","95549","OLMSTED","3701 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2014-06-04 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","95591","EGGS OVER FRANKFORT","2712 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2014-06-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","95617","BURGER KING #885","4030 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2014-06-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","96043","PARLOUR ON FRANKFORT","2636 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2014-08-14 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","96554","HOLY SPIRIT CONCESSION","322 CANNONS LN","LOUISVILLE","KY","40206","AREA1","2014-11-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","96654","ANOOSH BISTRO","4864 BROWNSBORO RD","LOUISVILLE","KY","40207","AREA1","2014-12-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","96693","GREAT WALL","1977 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2014-12-15 00:00:00"
"610","RETAIL FOOD STORES","65","RETAIL BAKERY","96908","CLIFTON DONUT SHOP","2317 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2015-01-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","96941","LYNN'S CAFE","1839 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2015-02-13 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","96943","MESH","3608 BROWNSBORO RD","LOUISVILLE","KY","40207","AREA1","2015-02-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","97132","CON HUEVOS","2339 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2015-03-25 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","98070","LORI'S FISH MARKET","3941 CHENOWETH SQUARE","LOUISVILLE","KY","40207","AREA1","2015-08-04 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98218","PINOT'S PALETTE","291 N HUBBARDS LN","LOUISVILLE","KY","40207","AREA1","2015-08-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98275","CHICK-FIL-A","5000 SHELBYVILLE RD STE 1630","LOUISVILLE","KY","40207","AREA1","2015-08-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98363","QDOBA #2999","4600 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2015-09-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98522","SILVIO'S","104 FAIRFAX AVE","LOUISVILLE","KY","40207","AREA1","2015-09-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98730","PENN STATION","2407A BROWNSBORO RD","LOUISVILLE","KY","40207","AREA1","2015-11-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","42","CATERERS","98846","A FULL PLATE","3220 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2015-11-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98930","AFC SUSHI @ KROGER #224","2200 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2015-12-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99075","HUB LOUISVILLE","2235 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2016-01-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99183","ASAHI","3701 LEXINGTON RD","LOUISVILLE","KY","40207","AREA1","2016-02-04 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99345","PLEASE & THANK YOU","2341 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2016-02-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99414","ASIAN WOK","2235 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2016-03-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99445","CHINA 1","126 BRECKENRIDGE LN","LOUISVILLE","KY","40207","AREA1","2016-03-16 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","99529","TIKAL PLACITA","1961 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2016-03-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99555","MEXA STEAK TACOS","3701 LEXINGTON RD","LOUISVILLE","KY","40207","AREA1","2016-03-30 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","99729","HORTON CONCESSION STAND","3175 LEXINGTON RD","LOUISVILLE","KY","40206","AREA1","2016-04-22 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","99730","SACRED HEART GYM CONCESSIONS","3175 LEXINGTON RD","LOUISVILLE","KY","40206","AREA1","2016-04-22 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99855","NOOSH NOSH","4816 BROWNSBORO RD","LOUISVILLE","KY","40207","AREA1","2016-05-03 00:00:00"
"610","RETAIL FOOD STORES","65","RETAIL BAKERY","100162","NOTHING BUNDT CAKES","4505 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2016-06-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","100280","TIME FOR THAI","2206 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2016-06-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","100349","MELLWOOD TAVERN","1801 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2016-07-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","100350","CHINA STAR","291 N HUBBARDS LN","LOUISVILLE","KY","40207","AREA1","2016-07-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","100352","SMOOTHIE KING #716","3925 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2016-07-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","100462","HIGHLAND MORNING ST. MATTHEWS","111 ST. MATTHEWS AVE","LOUISVILLE","KY","40207","AREA1","2016-07-21 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","100647","RED HOG","2622 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2016-08-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","101047","0 DEGREES","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2016-10-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","101078","MANHATTAN PROJECT","2101 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2016-10-19 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","101147","RED BRICK PIZZA","5000 SHELBYVILLE RD STE 1640","LOUISVILLE","KY","40207","AREA1","2016-10-26 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","101151","CLIFTON 1ST LIQUOR SHOP","1904 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2016-10-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","101303","LAS MARIA'S","5000 SHELBYVILLE RD STE 1665","LOUISVILLE","KY","40207","AREA1","2016-11-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","101591","SAKURA BLUE","4600 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2017-01-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","101650","TIKKA HOUSE","3930 CHENOWETH SQUARE","LOUISVILLE","KY","40207","AREA1","2017-01-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","101775","NAZARETH OF CLIFTON","2120 PAYNE ST","LOUISVILLE","KY","40206","AREA1","2017-02-13 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","101824","LITTLE GREEK","4600 SHELBYVILLE RD STE 402","LOUISVILLE","KY","40207","AREA1","2017-02-20 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","102170","BATS COTTON CANDY WEST","401 E MAIN ST","LOUISVILLE","KY","40202","AREA1","2017-03-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","102181","BATS DUGOUT DELIGHTS","401 E MAIN ST","LOUISVILLE","KY","40202","AREA1","2017-03-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","102659","KING GYROS","5000 SHELBYVILLE RD STE 1660","LOUISVILLE","KY","40207","AREA1","2017-06-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","102661","GREEN DISTRICT","126 BRECKENRIDGE LN","LOUISVILLE","KY","40207","AREA1","2017-06-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","102672","MISSION BBQ","4607 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2017-06-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103058","FIVE GUYS","4226 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2017-07-17 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103368","TACO LUCHADOR","112 MERIDIAN AVE","LOUISVILLE","KY","40207","AREA1","2017-08-18 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103445","TAZIKIS MEDITERRANEAN CAFE","106 FAIRFAX AVE","LOUISVILLE","KY","40207","AREA1","2017-09-01 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103825","TEXAS ROADHOUSE","5005 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2017-10-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103905","JOELLA'S HOT CHICKEN","3400 FRANKFORT AVE","LOUISVILLE","KY","40207","AREA1","2017-11-21 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103906","CINNABON","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2017-12-01 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","104555","WALGREENS #19454","3805 BROWNSBORO RD","LOUISVILLE","KY","40207","AREA1","2018-03-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","104564","TACO BELL #34660","4910 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2018-03-06 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","104593","POPCORN MANIA","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2018-03-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","104947","BATS PORTABLE-BERM","401 E MAIN ST","LOUISVILLE","KY","40202","AREA1","2018-04-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","105371","CHAMPAGNERY","1764 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2018-06-01 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","105616","PALETTE AT MEADOW","140 MASONIC HOME DR","MASONIC HOME","KY","40041","AREA1","2018-06-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","105740","EQUUS JACK'S","122 SEARS AVE","LOUISVILLE","KY","40207","AREA1","2018-07-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106118","CRESCENT HILL UNITED METHODIST","201 S PETERSON AVE","LOUISVILLE","KY","40206","AREA1","2018-09-19 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106165","GRAETER'S ICE CREAM","140 BRECKENRIDGE LN","LOUISVILLE","KY","40207","AREA1","2018-09-24 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","106406","TOTAL WINE & MORE","5067 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2018-10-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106419","TACO CHOZA","3922 WESTPORT RD","LOUISVILLE","KY","40207","AREA1","2018-11-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106676","KUNG FU TEA","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2018-12-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106853","DAVE AND BUSTERS","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2019-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106897","CHEDDAR BOX TOO","109 CHENOWETH LN","LOUISVILLE","KY","40207","AREA1","2019-02-01 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","107045","SYCAMORE HEIGHTS REHAB","2141 SYCAMORE AVE","LOUISVILLE","KY","40206","AREA1","2019-02-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","107166","HOOKED ON FRANKFORT","3200 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2019-03-13 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","107169","THORNTONS #27","2007 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2019-03-11 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","107170","THORNTONS #97","4500 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2019-03-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","107195","BURGER GIRL DINER","3334 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2019-03-19 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","107276","EL TARASCO","110 FAIRFAX AVE","LOUISVILLE","KY","40207","AREA1","2019-03-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","107353","PHO PHI","4600 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2019-04-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","107725","BEARGRASS CHRISTIAN CHURCH","4100 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2019-04-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","108153","LOUISVILLE CC THE TURN","25 MOCKINGBIRD VALLEY TRAIL","LOUISVILLE","KY","40207","AREA1","2019-06-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","108154","LOUISVILLE CC SNACK BAR","25 MOCKINGBIRD VALLEY TRAIL","LOUISVILLE","KY","40207","AREA1","2019-06-07 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","108371","NTABA COFFEE HAUS","2407 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2019-07-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","108562","HILLCREST TAVERN","3212 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2019-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","108938","HOMEMADE ICE CREAM & PIE KITCHEN","3737 LEXINGTON RD","LOUISVILLE","KY","40207","AREA1","2019-08-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109227","DISTRICT 6","3930 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2019-09-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109281","MOJITO IN HAVANA RESTAURANT & BAR","3939 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2019-09-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109300","SHADY LANE CAFE","4806 BROWNSBORO RD","LOUISVILLE","KY","40207","AREA1","2019-08-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109345","DERBY CITY PIZZA","2331 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2019-09-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109449","KABOB HOUSE","5000 SHELBYVILLE RD","LOUISVILLE","KY","40207","AREA1","2019-10-08 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","109617","EAT YOUR BOURBON MARKETPLACE","2708 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2019-11-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","109673","CLIFTON OAKS CARE CENTER","446 MT HOLLY AVE","LOUISVILLE","KY","40206","AREA1","2019-11-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109808","BISCUIT BELLY","3723 LEXINGTON RD","LOUISVILLE","KY","40207","AREA1","2019-12-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110085","J. GUMBO'S","2109 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2020-02-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110163","SUBWAY #3676","1979 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2020-02-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110220","BURGERIM","3733 LEXINGTON RD","LOUISVILLE","KY","40207","AREA1","2020-02-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110221","JAKE AND ELWOODS","2230 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2020-02-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110355","RUBY THAI KITCHEN","5000 SHELBYVILLE RD STE 1670","LOUISVILLE","KY","40207","AREA1","2020-03-17 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110532","ABOL CAFE","102 1/2 CANNONS LN","LOUISVILLE","KY","40206","AREA1","2020-05-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110729","GALLANT FOX BREWING","2132 NEW MAIN ST","LOUISVILLE","KY","40206","AREA1","2020-06-22 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110871","RICKY B'S CLUB CAFE","2901 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2020-07-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110878","CHRISTMAS MORNING CAFE","2359 FRANKFORT AVE","LOUISVILLE","KY","40206","AREA1","2020-07-21 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110955","FRY DADDY'S","1991 BROWNSBORO RD","LOUISVILLE","KY","40206","AREA1","2020-07-24 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","110974","LOLLI AND POPS","5000 SHELBYVILLE RD STE 1420","LOUISVILLE","KY","40207","AREA1","2020-07-27 00:00:00"
